Month,CITY,STORE,STATUS,Zone,ORDER COUNT,CART SALES,DISCOUNT,NET REVENUE,IDEAL FOOD COST,GROSS MARGIN,EBITDA,VARIANCE,Revenue Cohort,CM Cohort,EBITDA Category,EBITDA Cohort,CM,GM%,CM%,Variance %,Revenue Band,Variance Bucket
Feb-2024,Ahmedabad,"Perez, Krueger and Brooks",Active,West,13309,4785555.69,771349.97,4134334.04,1777159.9,2273035.22,879491.33,29329.63,INR 30 to 40 lacs,More than 30%,EBITDA +ve,More than 20%,1501685.2500000002,54.97947669463109,36.322300894680495,0.7094160683736142,INR 35 to 45 lacs,Var < 2%
Mar-2024,Ahmedabad,"Perez, Krueger and Brooks",Active,West,13814,4868136.74,1085631.26,3872915.83,1875087.05,1936514.38,685503.52,18176.86,More than 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,850883.1199999999,50.001457945446745,21.970090684878112,0.4693326888025862,INR 35 to 45 lacs,Var < 2%
Oct-2023,Ahmedabad,Ball Ltd,Inactive,West,12119,4297794.15,836044.71,3571250.84,1076207.93,2416225.73,1127225.59,17608.72,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,0% to 10%,1580181.02,67.65768741128248,44.2472705165678,0.49306869746511567,INR 35 to 45 lacs,Var < 2%
Nov-2023,Ahmedabad,Ball Ltd,Inactive,West,8441,3493854.28,920707.91,2633679.14,1065401.39,1441967.44,93917.5,27196.64,More than 40 lacs,0% to 10%,EBITDA -ve,More than 20%,521259.5299999999,54.751067360468205,19.792066622056318,1.0326481911536118,INR 25 to 35 lacs,Var < 2%
Dec-2023,Ahmedabad,Ball Ltd,Inactive,West,14059,5907935.94,1511488.65,4503965.48,1341320.53,3060391.43,1747748.03,23088.4,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,1548902.7800000003,67.94882073563316,34.38975691261293,0.5126238223300059,Above INR 45 lacs,Var < 2%
Jan-2024,Ahmedabad,Ball Ltd,Inactive,West,9972,3831298.48,990613.27,2967011.46,1382348.1,1457520.06,17719.2,26925.6,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,0% to 10%,466906.79000000004,49.12418032925292,15.736602176791054,0.9074990226023596,INR 25 to 35 lacs,Var < 2%
Feb-2024,Ahmedabad,Ball Ltd,Inactive,West,13802,4235805.42,705220.03,3628041.33,1337987.73,2208058.71,792067.09,26044.86,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,1502838.68,60.86090287179832,41.422865488690555,0.7178766069900312,INR 35 to 45 lacs,Var < 2%
Mar-2024,Ahmedabad,Ball Ltd,Inactive,West,14459,6303412.96,1650108.48,4803107.09,1637314.62,3026910.16,1562185.28,19804.86,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,0% to 10%,1376801.6800000002,63.01983493772154,28.664813301091733,0.4123343416854776,Above INR 45 lacs,Var < 2%
Oct-2023,Hyderabad,Dean-Scott,Active,North,9352,3424842.19,823514.01,2663562.99,892973.32,1716300.08,316481.66,15686.9,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%,892786.0700000001,64.43624898091859,33.51848908217485,0.5889442096505477,INR 25 to 35 lacs,Var < 2%
Nov-2023,Hyderabad,Dean-Scott,Active,North,8234,3869438.35,1112073.39,2807216.95,886524.92,1826074.07,538601.94,24355.46,More than 40 lacs,0% to 10%,EBITDA -ve,More than 20%,714000.6800000002,65.04926774540884,25.43446740017725,0.8676016294358723,INR 25 to 35 lacs,Var < 2%
Dec-2023,Hyderabad,Dean-Scott,Active,North,13676,5965720.21,1742814.23,4356278.98,1619634.87,2615276.89,1332958.46,11003.48,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,872462.6600000001,60.03465117837793,20.027704010820724,0.25258896527329383,INR 35 to 45 lacs,Var < 2%
Jan-2024,Hyderabad,Dean-Scott,Active,North,10091,4263785.36,953103.14,3465060.45,1157368.1,2236322.07,781717.11,27905.79,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,0% to 10%,1283218.9299999997,64.53919353701318,37.033089278428015,0.8053478547538758,INR 25 to 35 lacs,Var < 2%
Feb-2024,Hyderabad,Dean-Scott,Active,North,11540,3604669.56,713676.38,2976448.51,997078.42,1928248.99,467637.94,20798.27,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%,1214572.6099999999,64.78354937173094,40.80610183308698,0.6987612898433778,INR 25 to 35 lacs,Var < 2%
Mar-2024,Hyderabad,Dean-Scott,Active,North,9393,3297894.86,676318.2,2749998.13,838592.52,1815716.79,314087.62,19432.03,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,1139398.59,66.02610998866389,41.43270417423884,0.706619753228705,INR 25 to 35 lacs,Var < 2%
Oct-2023,Ahmedabad,Gonzalez Inc,Active,West,12750,5325782.06,1302712.77,4112904.48,1833984.07,2131430.74,797090.15,12516.03,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,828717.9700000002,51.82300611075704,20.1492150870472,0.3043112248500359,INR 35 to 45 lacs,Var < 2%
Nov-2023,Ahmedabad,Gonzalez Inc,Active,West,13877,6929104.45,1974058.43,5034204.07,1959136.86,2975053.45,1528096.22,26705.48,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%,1000995.0200000003,59.09679879147212,19.88387848568086,0.5304806803352331,Above INR 45 lacs,Var < 2%
Dec-2023,Ahmedabad,Gonzalez Inc,Active,West,9489,3780611.38,619011.35,3259228.53,1113413.18,2023514.45,734171.07,10360.49,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,0% to 10%,1404503.1,62.085687805389945,43.0931150446207,0.31788166753682656,INR 25 to 35 lacs,Var < 2%
Jan-2024,Ahmedabad,Gonzalez Inc,Active,West,11391,3930804.25,1154308.84,2903527.91,1310623.99,1465401.46,85134.44,17159.09,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,311092.6199999999,50.46968740865315,10.714297559481695,0.5909738267334238,INR 25 to 35 lacs,Var < 2%
Feb-2024,Ahmedabad,Gonzalez Inc,Active,West,14656,4459413.58,1077044.06,3460658.99,1019251.98,2297056.45,1052564.93,19553.01,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,1220012.3900000001,66.37627274567149,35.25375928473091,0.5650082847371216,INR 25 to 35 lacs,Var < 2%
Mar-2024,Ahmedabad,Gonzalez Inc,Active,West,7436,2768608.55,546378.27,2320498.09,1006340.71,1237029.29,-109741.67,29102.6,More than 40 lacs,0% to 10%,EBITDA +ve,0% to 10%,690651.02,53.3087829432344,29.763050569888645,1.2541531546789595,INR 15 to 25 lacs,Var < 2%
Oct-2023,Ahmedabad,Reed LLC,Active,South,10282,5126441.82,880483.66,4313756.14,1536715.78,2722844.9,1313934.27,22891.11,INR 30 to 40 lacs,More than 30%,EBITDA -ve,More than 20%,1842361.2399999998,63.12004692968111,42.70897983584209,0.5306537796084134,INR 35 to 45 lacs,Var < 2%
Nov-2023,Ahmedabad,Reed LLC,Active,South,10174,3197721.4,501583.62,2811185.24,994435.43,1695779.53,409407.2,18688.2,More than 40 lacs,10% to 20%,EBITDA +ve,More than 20%,1194195.9100000001,60.322582299841606,42.48015723076292,0.6647800982335835,INR 25 to 35 lacs,Var < 2%
Dec-2023,Ahmedabad,Reed LLC,Active,South,7267,2845174.58,799300.29,2126863.12,647813.67,1339207.13,-108755.35,29305.16,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,More than 20%,539906.8399999999,62.96630551382169,25.385123984847684,1.3778582986572263,INR 15 to 25 lacs,Var < 2%
Jan-2024,Ahmedabad,Reed LLC,Active,South,13371,4742544.56,1352290.41,3508367.0,1286992.42,2165130.51,672768.48,18025.13,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,812840.0999999999,61.713341563183086,23.168616624201512,0.5137754972612615,INR 35 to 45 lacs,Var < 2%
Feb-2024,Ahmedabad,Reed LLC,Active,South,8922,3369874.09,986005.58,2449067.19,956119.06,1365218.25,136421.06,19955.94,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,0% to 10%,379212.67000000004,55.74441793897864,15.483963508571607,0.8148384038414234,INR 15 to 25 lacs,Var < 2%
Mar-2024,Ahmedabad,Reed LLC,Active,South,12562,4761873.38,1073452.54,3745696.72,1140072.46,2498504.56,1008145.18,10430.56,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,0% to 10%,1425052.02,66.70333309846825,38.04504546219641,0.27846782000012,INR 35 to 45 lacs,Var < 2%
Oct-2023,Hyderabad,Johnson-Ruiz,Inactive,South,10311,4364466.52,731455.86,3714598.78,1281887.93,2321549.94,1010409.12,13492.78,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,1590094.08,62.4979998512787,42.806617192718726,0.3632365377560373,INR 35 to 45 lacs,Var < 2%
Nov-2023,Hyderabad,Johnson-Ruiz,Inactive,South,12831,4073585.08,1187618.55,2971514.75,1062775.43,1802168.15,444554.62,11603.63,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,614549.5999999999,60.64813072188182,20.68135788321427,0.3904954535393102,INR 25 to 35 lacs,Var < 2%
Dec-2023,Hyderabad,Johnson-Ruiz,Inactive,South,10827,3466073.85,850736.12,2694635.42,831469.26,1729467.31,251261.99,22199.53,INR 30 to 40 lacs,More than 30%,EBITDA -ve,0% to 10%,878731.1900000001,64.1818665769635,32.61039261481986,0.8238416906135674,INR 25 to 35 lacs,Var < 2%
Jan-2024,Hyderabad,Johnson-Ruiz,Inactive,South,11495,3716787.17,565547.8,3278393.52,1170529.8,2009656.18,709139.98,11249.94,More than 40 lacs,More than 30%,EBITDA +ve,0% to 10%,1444108.38,61.30002904593345,44.04926898464587,0.3431540457656835,INR 25 to 35 lacs,Var < 2%
Feb-2024,Hyderabad,Johnson-Ruiz,Inactive,South,14969,5734877.48,1413618.77,4422270.33,1561660.85,2798027.73,1479525.86,25115.39,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,1384408.96,63.27129553837112,31.30538969109109,0.5679297764684593,INR 35 to 45 lacs,Var < 2%
Mar-2024,Hyderabad,Johnson-Ruiz,Inactive,South,14507,5407714.64,1447649.11,4036633.73,1951882.14,2033814.31,683042.79,21155.64,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,10% to 20%,586165.2,50.38392001941677,14.521139127477884,0.5240911466099254,INR 35 to 45 lacs,Var < 2%
Oct-2023,Pune,"Fox, Huang and Shaw",Inactive,East,11346,4681314.35,960476.68,3772001.4,1403293.88,2306998.8,892333.51,15590.7,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%,1346522.1199999996,61.16113318515735,35.69781601883816,0.4133269939931624,INR 35 to 45 lacs,Var < 2%
Nov-2023,Pune,"Fox, Huang and Shaw",Inactive,East,8586,3109134.04,729926.25,2464211.74,1054521.21,1280376.26,-10076.36,16950.15,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,550450.01,51.95885723683793,22.337772402626406,0.6878528222578795,INR 15 to 25 lacs,Var < 2%
Dec-2023,Pune,"Fox, Huang and Shaw",Inactive,East,9044,2972927.22,882347.67,2191814.05,1000271.79,1085124.31,-484066.56,21552.22,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%,202776.64,49.50804608630007,9.251543943702707,0.9833051302869421,INR 15 to 25 lacs,Var < 2%
Jan-2024,Pune,"Fox, Huang and Shaw",Inactive,East,9323,4059030.24,696262.38,3446235.14,1091106.7,2220856.81,952383.27,21595.16,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,1524594.4300000002,64.44298545455607,44.239419774473085,0.62663048581183,INR 25 to 35 lacs,Var < 2%
Feb-2024,Pune,"Fox, Huang and Shaw",Inactive,East,7576,2876168.26,557029.77,2381096.0,728203.14,1570772.73,76600.48,17967.05,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,More than 20%,1013742.96,65.96847544156137,42.574636217943336,0.7545705843023548,INR 15 to 25 lacs,Var < 2%
Mar-2024,Pune,"Fox, Huang and Shaw",Inactive,East,14806,5749300.87,1558186.28,4248506.52,1492301.85,2652154.9,1277620.15,28859.49,More than 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,1093968.6199999999,62.42558149587117,25.749486669023636,0.6792855292593503,INR 35 to 45 lacs,Var < 2%
Oct-2023,Bangalore,"Patterson, James and Allen",Active,West,12274,4644835.38,719389.54,3990253.53,1219581.12,2675865.47,1217177.65,18469.9,INR 20 to 30 lacs,More than 30%,EBITDA -ve,More than 20%,1956475.9300000002,67.06003640826303,49.031368941612094,0.46287535017856374,INR 35 to 45 lacs,Var < 2%
Nov-2023,Bangalore,"Patterson, James and Allen",Active,West,13703,4455367.42,1139427.76,3380402.68,1566366.37,1682108.81,361396.07,28603.81,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,542681.05,49.760604556141224,16.05373978700076,0.8461657591633432,INR 25 to 35 lacs,Var < 2%
Dec-2023,Bangalore,"Patterson, James and Allen",Active,West,8605,4267188.23,840004.2,3524228.4,1076304.66,2338627.79,931523.11,24035.18,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,1498623.59,66.35857624891736,42.52345250949116,0.6819983631026866,INR 35 to 45 lacs,Var < 2%
Jan-2024,Bangalore,"Patterson, James and Allen",Active,West,12364,3784777.1,1055677.46,2836420.51,1336647.85,1376702.64,-35776.17,29844.26,INR 30 to 40 lacs,More than 30%,EBITDA -ve,More than 20%,321025.17999999993,48.53661983991224,11.317968505311645,1.0521803764562399,INR 25 to 35 lacs,Var < 2%
Feb-2024,Bangalore,"Patterson, James and Allen",Active,West,12913,5774871.0,1105658.24,4742396.72,1828105.3,2810341.57,1490916.34,15866.94,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,1704683.3299999998,59.25994251278075,35.94560789929021,0.3345763953716635,Above INR 45 lacs,Var < 2%
Mar-2024,Bangalore,"Patterson, James and Allen",Active,West,14793,7029233.84,1896302.88,5216458.57,1688113.15,3458542.13,2070737.9,17482.1,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%,1562239.25,66.30057698320797,29.948272933374415,0.3351334965169674,Above INR 45 lacs,Var < 2%
Oct-2023,Mumbai,Scott-Bell,Inactive,East,9565,3031812.94,503806.08,2642918.76,1165779.23,1382407.35,-91838.17,17972.39,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%,878601.27,52.306085639953615,33.24359731738406,0.6800205239755459,INR 25 to 35 lacs,Var < 2%
Nov-2023,Mumbai,Scott-Bell,Inactive,East,11262,4167314.7,1015122.99,3212540.53,1020825.13,2057422.6,687589.71,14166.85,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,10% to 20%,1042299.6100000001,64.04347527406917,32.44471471306232,0.4409858760599046,INR 25 to 35 lacs,Var < 2%
Dec-2023,Mumbai,Scott-Bell,Inactive,East,14663,7076551.95,1386256.94,5764429.26,2168242.03,3519342.16,2260432.61,28941.49,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%,2133085.22,61.052742626596135,37.004274383271735,0.5020703472038097,Above INR 45 lacs,Var < 2%
Jan-2024,Mumbai,Scott-Bell,Inactive,East,11338,5183979.18,1029437.0,4249246.2,1570824.76,2620845.39,1438188.07,16649.99,INR 30 to 40 lacs,More than 30%,EBITDA +ve,0% to 10%,1591408.3900000001,61.67788983373098,37.451545876536876,0.3918339681047429,INR 35 to 45 lacs,Var < 2%
Feb-2024,Mumbai,Scott-Bell,Inactive,East,13866,4515962.64,746322.5,3861614.78,1800182.66,2002229.35,744215.87,23849.1,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,10% to 20%,1255906.85,51.84953611556252,32.52284139020205,0.6175939693290692,INR 35 to 45 lacs,Var < 2%
Mar-2024,Mumbai,Scott-Bell,Inactive,East,11122,4251308.45,861671.4,3473047.95,1405013.11,1960642.54,706930.71,28152.36,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%,1098971.1400000001,56.45308006761035,31.642843859958802,0.8105952006795645,INR 25 to 35 lacs,Var < 2%
Oct-2023,Bangalore,Burton Inc,Active,West,7229,2840217.11,439198.17,2537514.85,812536.62,1576927.99,129026.39,16765.95,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,1137729.82,62.14458173515713,44.83638076049092,0.6607232269005243,INR 25 to 35 lacs,Var < 2%
Nov-2023,Bangalore,Burton Inc,Active,West,11438,4042394.57,1129676.29,3036569.68,1196141.36,1728253.3,447914.62,27075.26,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%,598577.01,56.91465970245741,19.712276452684595,0.8916396741470459,INR 25 to 35 lacs,Var < 2%
Dec-2023,Bangalore,Burton Inc,Active,West,12408,6096371.07,928270.56,5273944.4,1913366.24,3256369.59,1888803.85,18854.9,INR 30 to 40 lacs,More than 30%,EBITDA -ve,More than 20%,2328099.03,61.744480848148484,44.14341247131842,0.3575104053049934,Above INR 45 lacs,Var < 2%
Jan-2024,Bangalore,Burton Inc,Active,West,14902,7015346.61,1829166.09,5204896.8,1639383.05,3455429.51,2019631.43,11351.41,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%,1626263.4199999997,66.38805038363105,31.244873481449233,0.21809097156354762,Above INR 45 lacs,Var < 2%
Feb-2024,Bangalore,Burton Inc,Active,West,10518,3973880.06,911474.02,3183487.67,988573.56,2074750.32,551235.0,16842.25,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,More than 20%,1163276.3,65.17224299474043,36.54093939053956,0.5290502664331035,INR 25 to 35 lacs,Var < 2%
Mar-2024,Bangalore,Burton Inc,Active,West,10010,3915209.54,838391.66,3151016.43,1520385.79,1529120.95,255829.66,14692.32,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%,690729.2899999999,48.527863436116704,21.920840634905858,0.46627240214041027,INR 25 to 35 lacs,Var < 2%
Oct-2023,Bangalore,"Allen, Torres and Williams",Active,North,9158,3779573.52,650544.87,3218936.57,1038754.13,2129461.03,801006.38,11643.47,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,1478916.1599999997,66.1541780551457,45.94424673612005,0.36171790735224085,INR 25 to 35 lacs,Var < 2%
Nov-2023,Bangalore,"Allen, Torres and Williams",Active,North,12675,4506988.53,851424.5,3770649.94,1586103.54,2087720.79,910589.44,24403.74,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,1236296.29,55.36766401603433,32.787352569780055,0.6472024820209114,INR 35 to 45 lacs,Var < 2%
Dec-2023,Bangalore,"Allen, Torres and Williams",Active,North,11455,3441048.88,982979.0,2527454.72,976792.64,1467385.97,143661.28,10461.19,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%,484406.97,58.057853950396385,19.165802107821737,0.41390217269649043,INR 25 to 35 lacs,Var < 2%
Jan-2024,Bangalore,"Allen, Torres and Williams",Active,North,7931,3380419.49,909388.98,2579729.0,878162.39,1591882.94,61151.8,25209.13,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,682493.96,61.70737081298074,26.456033172476644,0.9772007059656267,INR 25 to 35 lacs,Var < 2%
Feb-2024,Bangalore,"Allen, Torres and Williams",Active,North,9186,4169667.83,1039970.15,3219901.59,1467610.49,1642526.71,388804.86,20225.5,INR 20 to 30 lacs,More than 30%,EBITDA -ve,More than 20%,602556.5599999999,51.01170529873244,18.71350857030385,0.6281403153069657,INR 25 to 35 lacs,Var < 2%
Mar-2024,Bangalore,"Allen, Torres and Williams",Active,North,9701,3627305.61,742322.34,3028368.47,1134357.49,1748344.77,472637.84,26989.36,INR 30 to 40 lacs,More than 30%,EBITDA +ve,More than 20%,1006022.43,57.73223395104229,33.21994796756024,0.8912178378346409,INR 25 to 35 lacs,Var < 2%
Oct-2023,Pune,"Aguilar, Becker and Hernandez",Active,East,11811,3561403.95,868767.88,2765074.26,1211271.41,1456824.63,-36376.38,28443.11,INR 30 to 40 lacs,More than 30%,EBITDA -ve,More than 20%,588056.7499999999,52.686636705373694,21.267304047016804,1.028656279198809,INR 25 to 35 lacs,Var < 2%
Nov-2023,Pune,"Aguilar, Becker and Hernandez",Active,East,11644,4825764.03,1140538.26,3786760.71,1579655.84,2095810.12,758731.0,17778.06,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%,955271.8600000001,55.34572370695163,25.22662331098286,0.469479361424979,INR 35 to 45 lacs,Var < 2%
Dec-2023,Pune,"Aguilar, Becker and Hernandez",Active,East,7350,2214055.95,401609.99,1848533.16,827268.01,956745.49,-498857.41,14507.84,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%,555135.5,51.75700986613624,30.0311356059201,0.7848298485486731,INR 15 to 25 lacs,Var < 2%
Jan-2024,Pune,"Aguilar, Becker and Hernandez",Active,East,8943,2903684.8,545214.41,2433055.01,940707.36,1350946.1,-133095.99,23207.37,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%,805731.6900000001,55.52468375961628,33.11604902841881,0.9538366335580716,INR 15 to 25 lacs,Var < 2%
Feb-2024,Pune,"Aguilar, Becker and Hernandez",Active,East,10502,3806376.3,727270.41,3190390.8,1381802.12,1740862.85,345649.03,28946.76,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,More than 20%,1013592.4400000001,54.565818394411124,31.770165585984017,0.9073107908911974,INR 25 to 35 lacs,Var < 2%
Mar-2024,Pune,"Aguilar, Becker and Hernandez",Active,East,13583,5344672.22,1336495.34,4125657.96,1915929.16,2142403.81,646348.04,27490.04,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,0% to 10%,805908.47,51.92877913708581,19.53405924130463,0.6663189306173118,INR 35 to 45 lacs,Var < 2%
Oct-2023,Mumbai,Lin-David,Active,East,9718,3754241.43,662665.93,3201876.23,1374408.56,1719636.6,362456.34,15402.28,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%,1056970.67,53.707154070724336,33.01097837876138,0.48103920619067775,INR 25 to 35 lacs,Var < 2%
Nov-2023,Mumbai,Lin-David,Active,East,7303,3503447.38,944581.7,2674816.33,767994.15,1824492.09,466982.17,23576.91,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,879910.3900000001,68.20999518871638,32.89610505705265,0.8814403342602593,INR 25 to 35 lacs,Var < 2%
Dec-2023,Mumbai,Lin-David,Active,East,13744,4787748.65,1000587.69,3883938.93,1441756.92,2325579.93,923989.09,13288.75,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%,1324992.2400000002,59.87684080295259,34.11465174608191,0.3421462139210309,INR 35 to 45 lacs,Var < 2%
Jan-2024,Mumbai,Lin-David,Active,East,10014,3791934.91,635842.68,3222821.69,1185471.97,1974697.5,625355.77,17111.91,More than 40 lacs,More than 30%,EBITDA -ve,0% to 10%,1338854.8199999998,61.27231630987316,41.54293810775488,0.5309604950561195,INR 25 to 35 lacs,Var < 2%
Feb-2024,Mumbai,Lin-David,Active,East,12363,5867419.21,1231073.37,4715214.69,1832325.08,2807403.51,1464139.57,11812.96,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%,1576330.1399999997,59.53925101128321,33.430718294610664,0.2505285713724309,Above INR 45 lacs,Var < 2%
Mar-2024,Mumbai,Lin-David,Active,East,14698,5132927.02,946034.59,4290726.19,1896624.38,2286988.14,942119.4,18006.69,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,1340953.5500000003,53.300724369923024,31.252368261699782,0.41966532476405816,INR 35 to 45 lacs,Var < 2%
Oct-2023,Bangalore,Huang-Hart,Active,East,12260,5594307.19,867269.48,4786763.92,1574077.18,3126977.79,1676838.87,23265.32,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%,2259708.31,65.32550679875601,47.20743173814179,0.4860344146656809,Above INR 45 lacs,Var < 2%
Nov-2023,Bangalore,Huang-Hart,Active,East,12408,3847627.25,744795.72,3189296.41,1540238.45,1560413.09,245573.49,13165.19,More than 40 lacs,10% to 20%,EBITDA +ve,More than 20%,815617.3700000001,48.92656214415643,25.57358317159364,0.41279292695155917,INR 25 to 35 lacs,Var < 2%
Dec-2023,Bangalore,Huang-Hart,Active,East,14492,5295006.24,862572.38,4557977.32,1855996.58,2634774.36,1352972.9,23684.48,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%,1772201.98,57.80578039383486,38.881325104970024,0.5196269822597537,Above INR 45 lacs,Var < 2%
Jan-2024,Bangalore,Huang-Hart,Active,East,14967,5775360.65,1453727.16,4408659.78,1832668.15,2428856.36,1136819.72,28298.89,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%,975129.2,55.092850916248295,22.11849515863526,0.6418932603595009,INR 35 to 45 lacs,Var < 2%
Feb-2024,Bangalore,Huang-Hart,Active,East,11727,4997371.07,1129496.53,3923538.21,1833767.65,2037824.85,806900.54,23049.28,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,0% to 10%,908328.3200000001,51.938447924532895,23.15074484772254,0.5874615912049446,INR 35 to 45 lacs,Var < 2%
Mar-2024,Bangalore,Huang-Hart,Active,East,8844,3241511.99,877221.71,2434545.97,979804.8,1384680.06,6348.09,10485.06,More than 40 lacs,0% to 10%,EBITDA +ve,0% to 10%,507458.3500000001,56.876316038509636,20.844065228310313,0.43067825086087813,INR 15 to 25 lacs,Var < 2%
Oct-2023,Hyderabad,"Rodriguez, Montoya and Phillips",Inactive,West,8935,3201072.44,899733.41,2406861.92,855644.24,1459307.13,-59597.2,10993.1,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%,559573.7199999999,60.63111131859197,23.249099391626082,0.4567399529093053,INR 15 to 25 lacs,Var < 2%
Nov-2023,Hyderabad,"Rodriguez, Montoya and Phillips",Inactive,West,11753,5659224.54,1616214.3,4153806.43,1785243.02,2243182.48,1011815.82,13094.14,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,More than 20%,626968.1799999999,54.0030576244257,15.093822751870503,0.3152323109095866,INR 35 to 45 lacs,Var < 2%
Dec-2023,Hyderabad,"Rodriguez, Montoya and Phillips",Inactive,West,8887,3862651.92,827773.1,3107418.24,1278274.53,1744514.25,460282.36,17054.16,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,916741.15,56.14031054924875,29.501698168573537,0.5488208758149016,INR 25 to 35 lacs,Var < 2%
Jan-2024,Hyderabad,"Rodriguez, Montoya and Phillips",Inactive,West,11142,5320428.23,1313831.38,4145861.53,1539481.55,2494223.26,1135152.86,24844.45,More than 40 lacs,0% to 10%,EBITDA +ve,0% to 10%,1180391.88,60.16175991290284,28.471570298682884,0.5992590398936937,INR 35 to 45 lacs,Var < 2%
Feb-2024,Hyderabad,"Rodriguez, Montoya and Phillips",Inactive,West,7086,2431691.14,484181.3,2036881.33,924676.51,1049416.57,-126054.88,20623.09,INR 30 to 40 lacs,More than 30%,EBITDA +ve,More than 20%,565235.27,51.520751579572874,27.750034411675816,1.0124836285872383,INR 15 to 25 lacs,Var < 2%
Mar-2024,Hyderabad,"Rodriguez, Montoya and Phillips",Inactive,West,8250,3280374.23,540645.06,2836320.12,1068307.72,1704167.8,367558.01,26727.12,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%,1163522.74,60.08376092611154,41.02226444030584,0.9423167650060601,INR 25 to 35 lacs,Var < 2%
Oct-2023,Hyderabad,Torres Ltd,Active,East,13083,4559548.63,909471.29,3742606.56,1213407.79,2401970.76,1092686.13,15837.28,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,1492499.4699999997,64.17908806315991,39.87860989587962,0.42316176563320085,INR 35 to 45 lacs,Var < 2%
